03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
4475,143.90378123259248,4,4320,229,196.61,351,1,10.0,143.90378123259248,1683585666,0,1056.0,1.0,35.89,0.0,1024.0,1.0,0.0,35.65,36.12,0.0,1.0,1056.0,36.33,1024.0,1.0,0.0,,,,,,,
4667,143.85226630365062,4,4544,230,195.35,353,1,10.0,143.85226630365062,1683585668,0,1088.0,1.0,35.88,0.0,1088.0,1.0,0.0,35.53,36.12,0.0,1.0,1088.0,36.37,1056.0,1.0,0.0,,,,,,,
4857,143.7171392569667,4,4704,231,194.21,354,1,10.0,143.7171392569667,1683585669,0,1152.0,1.0,35.82,0.0,1120.0,1.0,0.0,35.49,36.1,0.0,1.0,1152.0,36.43,1120.0,1.0,0.0,,,,,,,
5047,143.64314860357214,4,4928,232,192.99,355,1,10.0,143.64314860357214,1683585670,0,1184.0,1.0,35.78,0.0,1184.0,1.0,0.0,35.41,36.11,0.0,1.0,1184.0,36.41,1152.0,1.0,0.0,,,,,,,
5237,143.5476645614989,4,5088,233,191.79,357,1,10.0,143.5476645614989,1683585672,0,1248.0,1.0,35.75,0.0,1216.0,1.0,0.0,35.37,36.08,0.0,1.0,1248.0,36.44,1216.0,1.0,0.0,,,,,,,
5427,143.52105288512496,4,5312,234,190.5,358,1,10.0,143.52105288512496,1683585673,0,1280.0,1.0,35.73,0.0,1280.0,1.0,0.0,35.31,36.07,0.0,1.0,1280.0,36.43,1248.0,1.0,0.0,,,,,,,
5618,143.47500534991883,4,5472,235,189.23,359,1,10.0,143.47500534991883,1683585674,0,1344.0,1.0,35.7,0.0,1312.0,1.0,0.0,35.29,36.03,0.0,1.0,1344.0,36.5,1312.0,1.0,0.0,,,,,,,
5808,143.50101110839336,4,5696,236,187.87,361,1,10.0,143.50101110839336,1683585676,0,1376.0,1.0,35.7,0.0,1376.0,1.0,0.0,35.24,36.02,0.0,1.0,1376.0,36.52,1344.0,1.0,0.0,,,,,,,
5999,143.46200224611576,4,5856,237,186.59,362,1,10.0,143.46200224611576,1683585677,0,1440.0,1.0,35.68,0.0,1408.0,1.0,0.0,35.22,36.04,0.0,1.0,1440.0,36.55,1408.0,1.0,0.0,,,,,,,
6189,143.35171333748787,4,6080,238,185.41,363,1,10.0,143.35171333748787,1683585678,0,1472.0,1.0,35.68,0.0,1472.0,1.0,0.0,35.19,36.03,0.0,1.0,1472.0,36.57,1440.0,1.0,0.0,,,,,,,
6379,143.34794598173508,4,6208,239,184.09,365,1,10.0,143.34794598173508,1683585680,0,1536.0,1.0,35.66,0.0,1504.0,1.0,0.0,35.18,35.92,0.0,1.0,1536.0,36.59,1504.0,1.0,0.0,,,,,,,
6568,143.30300243268323,4,6464,240,182.83,366,1,10.0,143.30300243268323,1683585681,0,1568.0,1.0,35.68,0.0,1536.0,1.0,0.0,35.16,35.92,0.0,1.0,1568.0,36.59,1536.0,1.0,0.0,,,,,,,
6760,143.34201108551002,4,6624,241,181.44,367,1,10.0,143.34201108551002,1683585682,0,1632.0,1.0,35.67,0.0,1600.0,1.0,0.0,35.14,35.92,0.0,1.0,1632.0,36.57,1600.0,1.0,0.0,,,,,,,
6951,143.39424607179845,4,6816,242,180.04,369,1,10.0,143.39424607179845,1683585684,0,1664.0,1.0,35.68,0.0,1632.0,1.0,0.0,35.14,35.94,0.0,1.0,1664.0,36.58,1664.0,1.0,0.0,,,,,,,
7142,143.4313927453224,4,7008,243,178.66,370,1,10.0,143.4313927453224,1683585685,0,1696.0,1.0,35.69,0.0,1696.0,1.0,0.0,35.15,35.96,0.0,1.0,1728.0,36.59,1696.0,1.0,0.0,,,,,,,
7333,143.45502879428219,4,7200,244,177.3,371,1,10.0,143.45502879428219,1683585686,0,1760.0,1.0,35.69,0.0,1728.0,1.0,0.0,35.17,35.96,0.0,1.0,1760.0,36.61,1760.0,1.0,0.0,,,,,,,
7524,143.46935319800323,4,7392,245,175.95,373,1,10.0,143.46935319800323,1683585688,0,1792.0,1.0,35.71,0.0,1792.0,1.0,0.0,35.18,35.95,0.0,1.0,1824.0,36.61,1792.0,1.0,0.0,,,,,,,
7715,143.4995737826736,4,7584,246,174.59,374,1,10.0,143.4995737826736,1683585689,0,1856.0,1.0,35.73,0.0,1824.0,1.0,0.0,35.19,35.95,0.0,1.0,1856.0,36.6,1856.0,1.0,0.0,,,,,,,
7906,143.5165126729873,4,7776,247,173.24,375,1,10.0,143.5165126729873,1683585690,0,1888.0,1.0,35.74,0.0,1888.0,1.0,0.0,35.24,35.92,0.0,1.0,1920.0,36.6,1888.0,1.0,0.0,,,,,,,
8097,143.54163230242744,4,7968,248,171.87,377,1,10.0,143.54163230242744,1683585692,0,1952.0,1.0,35.77,0.0,1920.0,1.0,0.0,35.26,35.91,0.0,1.0,1952.0,36.59,1952.0,1.0,0.0,,,,,,,
8288,143.53624138442677,4,8160,249,170.55,378,1,10.0,143.53624138442677,1683585693,0,1984.0,1.0,35.76,0.0,1984.0,1.0,0.0,35.29,35.91,0.0,1.0,2016.0,36.58,1984.0,1.0,0.0,,,,,,,
8479,143.5729271792011,4,8352,250,169.18,379,1,10.0,143.5729271792011,1683585694,0,2048.0,1.0,35.79,0.0,2016.0,1.0,0.0,35.27,35.91,0.0,1.0,2048.0,36.56,2048.0,1.0,0.0,,,,,,,
8670,143.638189719449,4,8544,251,167.77,381,1,10.0,143.638189719449,1683585696,0,2080.0,1.0,35.82,0.0,2080.0,1.0,0.0,35.3,35.89,0.0,1.0,2112.0,36.57,2080.0,1.0,0.0,,,,,,,
8860,143.65097848804504,4,8704,252,166.43,382,1,10.0,143.65097848804504,1683585697,0,2144.0,1.0,35.87,0.0,2112.0,1.0,0.0,35.32,35.89,0.0,1.0,2144.0,36.56,2144.0,1.0,0.0,,,,,,,
9051,143.69585323670105,4,8928,253,165.05,383,1,10.0,143.69585323670105,1683585698,0,2176.0,1.0,35.91,0.0,2144.0,1.0,0.0,35.31,35.87,0.0,1.0,2208.0,36.56,2176.0,1.0,0.0,,,,,,,
9241,143.74922025461765,4,9088,254,163.66,385,1,10.0,143.74922025461765,1683585700,0,2240.0,1.0,35.93,0.0,2208.0,1.0,0.0,35.35,35.87,0.0,1.0,2240.0,36.54,2240.0,1.0,0.0,,,,,,,
9433,143.8127977025069,4,9312,255,162.26,386,1,10.0,143.8127977025069,1683585701,0,2272.0,1.0,35.96,0.0,2240.0,1.0,0.0,35.38,35.86,0.0,1.0,2304.0,36.56,2272.0,1.0,0.0,,,,,,,
9625,143.85485653438943,4,9472,256,160.88,387,1,10.0,143.85485653438943,1683585702,0,2336.0,1.0,35.99,0.0,2304.0,1.0,0.0,35.46,35.84,0.0,1.0,2336.0,36.53,2336.0,1.0,0.0,,,,,,,
9816,143.94979612817997,4,9696,257,159.44,389,1,10.0,143.94979612817997,1683585704,0,2368.0,1.0,36.01,0.0,2336.0,1.0,0.0,35.5,35.83,0.0,1.0,2400.0,36.52,2368.0,1.0,0.0,,,,,,,
10007,143.9515891987365,4,9856,258,158.12,390,1,10.0,143.9515891987365,1683585705,0,2432.0,1.0,36.04,0.0,2400.0,1.0,0.0,35.55,35.84,0.0,1.0,2432.0,36.52,2432.0,1.0,0.0,,,,,,,
10199,144.01759466013323,4,10080,259,156.71,391,1,10.0,144.01759466013323,1683585706,0,2464.0,1.0,36.04,0.0,2432.0,1.0,0.0,35.57,35.83,0.0,1.0,2496.0,36.51,2464.0,1.0,0.0,,,,,,,
10391,144.03811746369107,4,10240,260,155.36,393,1,10.0,144.03811746369107,1683585708,0,2528.0,1.0,36.08,0.0,2496.0,1.0,0.0,35.6,35.83,0.0,1.0,2528.0,36.51,2528.0,1.0,0.0,,,,,,,
10585,144.09395052868786,4,10464,261,153.95,394,1,10.0,144.09395052868786,1683585709,0,2560.0,1.0,36.1,0.0,2528.0,1.0,0.0,35.62,35.81,0.0,1.0,2592.0,36.51,2560.0,1.0,0.0,,,,,,,
10777,144.11252313716818,4,10624,262,152.6,395,1,10.0,144.11252313716818,1683585710,0,2624.0,1.0,36.12,0.0,2592.0,1.0,0.0,35.67,35.81,0.0,1.0,2624.0,36.5,2624.0,1.0,0.0,,,,,,,
10969,144.16380950639933,4,10848,263,151.21,397,1,10.0,144.16380950639933,1683585712,0,2656.0,1.0,36.14,0.0,2624.0,1.0,0.0,35.68,35.82,0.0,1.0,2688.0,36.48,2656.0,1.0,0.0,,,,,,,
11160,144.1833986218972,4,11008,264,149.86,398,1,10.0,144.1833986218972,1683585713,0,2720.0,1.0,36.15,0.0,2688.0,1.0,0.0,35.73,35.82,0.0,1.0,2720.0,36.46,2720.0,1.0,0.0,,,,,,,
11351,144.19317834995778,4,11232,265,148.53,399,1,10.0,144.19317834995778,1683585714,0,2752.0,1.0,36.16,0.0,2720.0,1.0,0.0,35.74,35.83,0.0,1.0,2784.0,36.46,2752.0,1.0,0.0,,,,,,,
11543,144.22904966556868,4,11392,266,147.16,401,1,10.0,144.22904966556868,1683585716,0,2816.0,1.0,36.17,0.0,2784.0,1.0,0.0,35.77,35.84,0.0,1.0,2816.0,36.42,2816.0,1.0,0.0,,,,,,,
11735,144.21418330010187,4,11616,267,145.85,402,1,10.0,144.21418330010187,1683585717,0,2848.0,1.0,36.18,0.0,2816.0,1.0,0.0,35.78,35.85,0.0,1.0,2880.0,36.42,2848.0,1.0,0.0,,,,,,,
11926,144.23459321760066,4,11744,268,144.5,403,1,10.0,144.23459321760066,1683585718,0,2912.0,1.0,36.19,0.0,2880.0,1.0,0.0,35.81,35.83,0.0,1.0,2912.0,36.4,2912.0,1.0,0.0,,,,,,,
12118,144.27854238959654,4,12000,269,143.13,404,1,10.0,144.27854238959654,1683585719,0,2944.0,1.0,36.19,0.0,2912.0,1.0,0.0,35.84,35.82,0.0,1.0,2944.0,36.38,2944.0,1.0,0.0,,,,,,,
12310,144.3209773877191,4,12128,270,141.75,406,1,10.0,144.3209773877191,1683585721,0,3008.0,1.0,36.2,0.0,2976.0,1.0,0.0,35.9,35.79,0.0,1.0,3008.0,36.38,3008.0,1.0,0.0,,,,,,,
12501,144.29380809067484,4,12384,271,140.46,407,1,10.0,144.29380809067484,1683585722,0,3040.0,1.0,36.21,0.0,3008.0,1.0,0.0,35.92,35.79,0.0,1.0,3040.0,36.39,3040.0,1.0,0.0,,,,,,,
12691,144.28609693535486,4,12512,272,139.15,408,1,10.0,144.28609693535486,1683585723,0,3104.0,1.0,36.2,0.0,3072.0,1.0,0.0,35.95,35.76,0.0,1.0,3104.0,36.37,3104.0,1.0,0.0,,,,,,,
12883,144.31866321782604,4,12768,273,137.79,410,1,10.0,144.31866321782604,1683585725,0,3136.0,1.0,36.22,0.0,3104.0,1.0,0.0,35.95,35.76,0.0,1.0,3136.0,36.36,3136.0,1.0,0.0,,,,,,,
13075,144.35602511846164,4,12896,274,136.42,411,1,10.0,144.35602511846164,1683585726,0,3200.0,1.0,36.24,0.0,3168.0,1.0,0.0,36.01,35.74,0.0,1.0,3200.0,36.32,3200.0,1.0,0.0,,,,,,,
13267,144.39966285716758,4,13152,275,135.05,412,1,10.0,144.39966285716758,1683585727,0,3232.0,1.0,36.24,0.0,3200.0,1.0,0.0,36.03,35.75,0.0,1.0,3232.0,36.33,3232.0,1.0,0.0,,,,,,,
13459,144.4056204631128,4,13280,276,133.71,414,1,10.0,144.4056204631128,1683585729,0,3296.0,1.0,36.23,0.0,3264.0,1.0,0.0,36.07,35.76,0.0,1.0,3296.0,36.34,3296.0,1.0,0.0,,,,,,,
13650,144.37836749584068,4,13536,277,132.42,415,1,10.0,144.37836749584068,1683585730,0,3328.0,1.0,36.24,0.0,3296.0,1.0,0.0,36.09,35.74,0.0,1.0,3328.0,36.33,3328.0,1.0,0.0,,,,,,,
13841,144.39899607417328,4,13664,278,131.07,416,1,10.0,144.39899607417328,1683585731,0,3392.0,1.0,36.23,0.0,3360.0,1.0,0.0,36.11,35.72,0.0,1.0,3392.0,36.32,3392.0,1.0,0.0,,,,,,,
14033,144.384955434159,4,13920,279,129.76,418,1,10.0,144.384955434159,1683585733,0,3424.0,1.0,36.23,0.0,3392.0,1.0,0.0,36.13,35.72,0.0,1.0,3424.0,36.32,3424.0,1.0,0.0,,,,,,,
14224,144.34400176743029,4,14048,280,128.47,419,1,10.0,144.34400176743029,1683585734,0,3488.0,1.0,36.24,0.0,3456.0,1.0,0.0,36.16,35.67,0.0,1.0,3488.0,36.31,3488.0,1.0,0.0,,,,,,,
14415,144.36275991891654,4,14304,281,127.13,420,1,10.0,144.36275991891654,1683585735,0,3520.0,1.0,36.22,0.0,3488.0,1.0,0.0,36.16,35.65,0.0,1.0,3520.0,36.31,3520.0,1.0,0.0,,,,,,,
14606,144.35449285047693,4,14432,282,125.81,422,1,10.0,144.35449285047693,1683585737,0,3584.0,1.0,36.22,0.0,3552.0,1.0,0.0,36.19,35.64,0.0,1.0,3584.0,36.32,3584.0,1.0,0.0,,,,,,,
14799,144.363163623192,4,14688,283,124.47,423,1,10.0,144.363163623192,1683585738,0,3616.0,1.0,36.21,0.0,3584.0,1.0,0.0,36.2,35.63,0.0,1.0,3616.0,36.31,3616.0,1.0,0.0,,,,,,,
14990,144.32440838045994,4,14816,284,123.18,424,1,10.0,144.32440838045994,1683585739,0,3680.0,1.0,36.21,0.0,3648.0,1.0,0.0,36.22,35.64,0.0,1.0,3680.0,36.3,3680.0,1.0,0.0,,,,,,,
15182,144.34142462651386,4,15072,285,121.84,426,1,10.0,144.34142462651386,1683585741,0,3712.0,1.0,36.2,0.0,3680.0,1.0,0.0,36.22,35.62,0.0,1.0,3712.0,36.29,3712.0,1.0,0.0,,,,,,,
15373,144.31124839518284,4,15200,286,120.54,427,1,10.0,144.31124839518284,1683585742,0,3776.0,1.0,36.19,0.0,3744.0,1.0,0.0,36.25,35.63,0.0,1.0,3776.0,36.27,3776.0,1.0,0.0,,,,,,,
15565,144.29776306787988,4,15456,287,119.22,428,1,10.0,144.29776306787988,1683585743,0,3808.0,1.0,36.18,0.0,3776.0,1.0,0.0,36.26,35.61,0.0,1.0,3808.0,36.26,3808.0,1.0,0.0,,,,,,,
15756,144.25941833732304,4,15584,288,117.93,430,1,10.0,144.25941833732304,1683585745,0,3872.0,1.0,36.16,0.0,3840.0,1.0,0.0,36.27,35.61,0.0,1.0,3872.0,36.26,3872.0,1.0,0.0,,,,,,,
15947,144.26761288739283,4,15808,289,116.59,431,1,10.0,144.26761288739283,1683585746,0,3904.0,1.0,36.16,0.0,3872.0,1.0,0.0,36.28,35.6,0.0,1.0,3904.0,36.22,3904.0,1.0,0.0,,,,,,,
16137,144.19755557516294,4,15968,290,115.33,432,1,10.0,144.19755557516294,1683585747,0,3968.0,1.0,36.14,0.0,3936.0,1.0,0.0,36.29,35.6,0.0,1.0,3936.0,36.23,3968.0,1.0,0.0,,,,,,,
16329,144.208708950111,4,16192,291,114.0,434,1,10.0,144.208708950111,1683585749,0,4000.0,1.0,36.12,0.0,3968.0,1.0,0.0,36.28,35.59,0.0,1.0,4000.0,36.21,4000.0,1.0,0.0,,,,,,,
16519,144.18471497920297,4,16352,292,112.69,435,1,10.0,144.18471497920297,1683585750,0,4064.0,1.0,36.11,0.0,4032.0,1.0,0.0,36.28,35.58,0.0,1.0,4032.0,36.24,4064.0,1.0,0.0,,,,,,,
16710,144.16685748799523,4,16576,293,111.39,436,1,10.0,144.16685748799523,1683585751,0,4096.0,1.0,36.1,0.0,4064.0,1.0,0.0,36.28,35.59,0.0,1.0,4096.0,36.21,4096.0,1.0,0.0,,,,,,,
16900,144.12291413356644,4,16736,294,110.1,438,1,10.0,144.12291413356644,1683585753,0,4160.0,1.0,36.07,0.0,4128.0,1.0,0.0,36.29,35.59,0.0,1.0,4128.0,36.21,4160.0,1.0,0.0,,,,,,,
17092,144.13564194152897,4,16960,295,108.76,439,1,10.0,144.13564194152897,1683585754,0,4192.0,1.0,36.07,0.0,4160.0,1.0,0.0,36.29,35.57,0.0,1.0,4192.0,36.2,4192.0,1.0,0.0,,,,,,,
17283,144.12032765680732,4,17120,296,107.45,440,1,10.0,144.12032765680732,1683585755,0,4256.0,1.0,36.07,0.0,4224.0,1.0,0.0,36.29,35.56,0.0,1.0,4224.0,36.2,4256.0,1.0,0.0,,,,,,,
17473,144.05712947496863,4,17344,297,106.17,442,1,10.0,144.05712947496863,1683585757,0,4288.0,1.0,36.07,0.0,4256.0,1.0,0.0,36.3,35.56,0.0,1.0,4288.0,36.19,4288.0,1.0,0.0,,,,,,,
17664,144.05806656881543,4,17504,298,104.84,443,1,10.0,144.05806656881543,1683585758,0,4352.0,1.0,36.07,0.0,4320.0,1.0,0.0,36.29,35.54,0.0,1.0,4320.0,36.16,4352.0,1.0,0.0,,,,,,,
17854,143.97051794049935,4,17728,299,103.59,444,1,10.0,143.97051794049935,1683585759,0,4384.0,1.0,36.07,0.0,4352.0,1.0,0.0,36.28,35.53,0.0,1.0,4384.0,36.17,4384.0,1.0,0.0,,,,,,,
18045,143.98616694667726,4,17888,300,102.25,446,1,10.0,143.98616694667726,1683585761,0,4448.0,1.0,36.04,0.0,4416.0,1.0,0.0,36.27,35.52,0.0,1.0,4416.0,36.15,4448.0,1.0,0.0,,,,,,,
18237,143.97104068106714,4,18112,301,100.93,447,1,10.0,143.97104068106714,1683585762,0,4480.0,1.0,36.04,0.0,4448.0,1.0,0.0,36.29,35.5,0.0,1.0,4480.0,36.15,4480.0,1.0,0.0,,,,,,,
18427,143.93796241934834,4,18272,302,99.63,448,1,10.0,143.93796241934834,1683585763,0,4544.0,1.0,36.04,0.0,4512.0,1.0,0.0,36.28,35.52,0.0,1.0,4512.0,36.13,4544.0,1.0,0.0,,,,,,,
18617,143.87180990093364,4,18496,303,98.36,450,1,10.0,143.87180990093364,1683585765,0,4576.0,1.0,36.02,0.0,4544.0,1.0,0.0,36.27,35.53,0.0,1.0,4576.0,36.12,4576.0,1.0,0.0,,,,,,,
18808,143.86623900475786,4,18656,304,97.04,451,1,10.0,143.86623900475786,1683585766,0,4640.0,1.0,36.0,0.0,4608.0,1.0,0.0,36.25,35.53,0.0,1.0,4608.0,36.1,4640.0,1.0,0.0,,,,,,,
18998,143.83165229801315,4,18880,305,95.73,452,1,10.0,143.83165229801315,1683585767,0,4672.0,1.0,36.0,0.0,4640.0,1.0,0.0,36.25,35.52,0.0,1.0,4672.0,36.1,4672.0,1.0,0.0,,,,,,,
19190,143.86646602093919,4,19008,306,94.38,454,1,10.0,143.86646602093919,1683585769,0,4736.0,1.0,36.01,0.0,4704.0,1.0,0.0,36.22,35.52,0.0,1.0,4704.0,36.08,4736.0,1.0,0.0,,,,,,,
19380,143.83239425353332,4,19264,307,93.08,455,1,10.0,143.83239425353332,1683585770,0,4768.0,1.0,36.02,0.0,4736.0,1.0,0.0,36.23,35.52,0.0,1.0,4736.0,36.1,4768.0,1.0,0.0,,,,,,,
19572,143.84581511610176,4,19392,308,91.74,456,1,10.0,143.84581511610176,1683585771,0,4832.0,1.0,36.0,0.0,4800.0,1.0,0.0,36.24,35.51,0.0,1.0,4800.0,36.08,4832.0,1.0,0.0,,,,,,,
19762,143.80431534180337,4,19648,309,90.44,458,1,10.0,143.80431534180337,1683585773,0,4864.0,1.0,35.99,0.0,4832.0,1.0,0.0,36.23,35.51,0.0,1.0,4832.0,36.11,4864.0,1.0,0.0,,,,,,,
19953,143.83127536035568,4,19776,310,89.09,459,1,10.0,143.83127536035568,1683585774,0,4928.0,1.0,35.97,0.0,4896.0,1.0,0.0,36.23,35.49,0.0,1.0,4896.0,36.12,4928.0,1.0,0.0,,,,,,,
20144,143.8022797980259,4,20032,311,87.79,460,1,10.0,143.8022797980259,1683585775,0,4960.0,1.0,35.97,0.0,4928.0,1.0,0.0,36.23,35.5,0.0,1.0,4928.0,36.13,4960.0,1.0,0.0,,,,,,,
20334,143.8215414072844,4,20160,312,86.45,462,1,10.0,143.8215414072844,1683585777,0,5024.0,1.0,35.97,0.0,4992.0,1.0,0.0,36.22,35.5,0.0,1.0,4992.0,36.11,5024.0,1.0,0.0,,,,,,,
20525,143.82438856862476,4,20416,313,85.13,463,1,10.0,143.82438856862476,1683585778,0,5056.0,1.0,35.98,0.0,5024.0,1.0,0.0,36.22,35.51,0.0,1.0,5024.0,36.11,5056.0,1.0,0.0,,,,,,,
20715,143.80596115013498,4,20544,314,83.81,464,1,10.0,143.80596115013498,1683585779,0,5120.0,1.0,36.0,0.0,5088.0,1.0,0.0,36.18,35.51,0.0,1.0,5088.0,36.13,5120.0,1.0,0.0,,,,,,,
20907,143.84233403372357,4,20800,315,82.46,466,1,10.0,143.84233403372357,1683585781,0,5152.0,1.0,35.99,0.0,5120.0,1.0,0.0,36.18,35.52,0.0,1.0,5120.0,36.12,5152.0,1.0,0.0,,,,,,,
21098,143.83508870279903,4,20928,316,81.14,467,1,10.0,143.83508870279903,1683585782,0,5216.0,1.0,36.0,0.0,5184.0,1.0,0.0,36.18,35.53,0.0,1.0,5184.0,36.13,5216.0,1.0,0.0,,,,,,,
21288,143.7715071947113,4,21184,317,79.85,468,1,10.0,143.7715071947113,1683585783,0,5248.0,1.0,36.02,0.0,5216.0,1.0,0.0,36.18,35.51,0.0,1.0,5216.0,36.12,5248.0,1.0,0.0,,,,,,,
21479,143.76533560738605,4,21312,318,78.53,469,1,10.0,143.76533560738605,1683585784,0,5312.0,1.0,36.02,0.0,5280.0,1.0,0.0,36.16,35.49,0.0,1.0,5280.0,36.1,5312.0,1.0,0.0,,,,,,,
21669,143.75508082254618,4,21568,319,77.21,471,1,10.0,143.75508082254618,1683585786,0,5344.0,1.0,36.01,0.0,5312.0,1.0,0.0,36.15,35.49,0.0,1.0,5312.0,36.12,5344.0,1.0,0.0,,,,,,,
21859,143.74062197940893,4,21696,320,75.89,472,1,10.0,143.74062197940893,1683585787,0,5408.0,1.0,36.01,0.0,5376.0,1.0,0.0,36.16,35.48,0.0,1.0,5376.0,36.11,5408.0,1.0,0.0,,,,,,,
22050,143.71828783689082,4,21952,321,74.57,473,1,10.0,143.71828783689082,1683585788,0,5440.0,1.0,36.03,0.0,5408.0,1.0,0.0,36.13,35.47,0.0,1.0,5408.0,36.11,5440.0,1.0,0.0,,,,,,,
22242,143.7453318588205,4,22080,322,73.23,475,1,10.0,143.7453318588205,1683585790,0,5504.0,1.0,36.03,0.0,5472.0,1.0,0.0,36.1,35.44,0.0,1.0,5472.0,36.15,5504.0,1.0,0.0,,,,,,,
22432,143.74796371241808,4,22304,323,71.9,476,1,10.0,143.74796371241808,1683585791,0,5536.0,1.0,36.05,0.0,5504.0,1.0,0.0,36.1,35.44,0.0,1.0,5504.0,36.16,5536.0,1.0,0.0,,,,,,,
22624,143.75397240991515,4,22464,324,70.56,477,1,10.0,143.75397240991515,1683585792,0,5600.0,1.0,36.05,0.0,5568.0,1.0,0.0,36.1,35.45,0.0,1.0,5536.0,36.15,5600.0,1.0,0.0,,,,,,,
22814,143.69401175231198,4,22688,325,69.27,479,1,10.0,143.69401175231198,1683585794,0,5632.0,1.0,36.06,0.0,5600.0,1.0,0.0,36.08,35.45,0.0,1.0,5600.0,36.16,5632.0,1.0,0.0,,,,,,,
23005,143.7292377246759,4,22848,326,67.93,480,1,10.0,143.7292377246759,1683585795,0,5696.0,1.0,36.04,0.0,5664.0,1.0,0.0,36.08,35.44,0.0,1.0,5632.0,36.14,5696.0,1.0,0.0,,,,,,,
23196,143.69626631255366,4,23072,327,66.61,481,1,10.0,143.69626631255366,1683585796,0,5728.0,1.0,36.05,0.0,5696.0,1.0,0.0,36.09,35.44,0.0,1.0,5696.0,36.16,5728.0,1.0,0.0,,,,,,,
23387,143.68977337506243,4,23232,328,65.29,483,1,10.0,143.68977337506243,1683585798,0,5792.0,1.0,36.06,0.0,5760.0,1.0,0.0,36.06,35.41,0.0,1.0,5728.0,36.16,5792.0,1.0,0.0,,,,,,,
23578,143.67865320304776,4,23456,329,63.96,484,1,10.0,143.67865320304776,1683585799,0,5824.0,1.0,36.06,0.0,5792.0,1.0,0.0,36.06,35.4,0.0,1.0,5792.0,36.18,5824.0,1.0,0.0,,,,,,,
23769,143.7002062598448,4,23616,330,62.63,485,1,10.0,143.7002062598448,1683585800,0,5888.0,1.0,36.07,0.0,5856.0,1.0,0.0,36.02,35.39,0.0,1.0,5824.0,36.19,5888.0,1.0,0.0,,,,,,,
23958,143.66873959458582,4,23840,331,61.32,487,1,10.0,143.66873959458582,1683585802,0,5920.0,1.0,36.07,0.0,5888.0,1.0,0.0,36.03,35.4,0.0,1.0,5888.0,36.2,5920.0,1.0,0.0,,,,,,,
24149,143.67817285465873,4,24000,332,59.99,488,1,10.0,143.67817285465873,1683585803,0,5984.0,1.0,36.06,0.0,5952.0,1.0,0.0,36.01,35.4,0.0,1.0,5920.0,36.2,5984.0,1.0,0.0,,,,,,,
24340,143.67382135430492,4,24224,333,58.66,489,1,10.0,143.67382135430492,1683585804,0,6016.0,1.0,36.07,0.0,5984.0,1.0,0.0,36.02,35.39,0.0,1.0,5984.0,36.19,6016.0,1.0,0.0,,,,,,,
24530,143.67168397201203,4,24384,334,57.34,491,1,10.0,143.67168397201203,1683585806,0,6080.0,1.0,36.08,0.0,6048.0,1.0,0.0,36.01,35.38,0.0,1.0,6016.0,36.21,6080.0,1.0,0.0,,,,,,,
24720,143.6418268487174,4,24608,335,56.03,492,1,10.0,143.6418268487174,1683585807,0,6112.0,1.0,36.07,0.0,6080.0,1.0,0.0,35.99,35.39,0.0,1.0,6080.0,36.21,6112.0,1.0,0.0,,,,,,,
24911,143.65133959850579,4,24768,336,54.7,493,1,10.0,143.65133959850579,1683585808,0,6176.0,1.0,36.05,0.0,6144.0,1.0,0.0,35.97,35.38,0.0,1.0,6112.0,36.23,6176.0,1.0,0.0,,,,,,,
25101,143.69493890713042,4,24992,337,53.36,495,1,10.0,143.69493890713042,1683585810,0,6208.0,1.0,36.06,0.0,6176.0,1.0,0.0,35.98,35.38,0.0,1.0,6176.0,36.24,6208.0,1.0,0.0,,,,,,,
25290,143.67765091445239,4,25120,338,52.04,496,1,10.0,143.67765091445239,1683585811,0,6272.0,1.0,36.06,0.0,6240.0,1.0,0.0,36.0,35.39,0.0,1.0,6208.0,36.24,6272.0,1.0,0.0,,,,,,,
25481,143.6373717793814,4,25376,339,50.73,497,1,10.0,143.6373717793814,1683585812,0,6304.0,1.0,36.06,0.0,6272.0,1.0,0.0,36.0,35.38,0.0,1.0,6240.0,36.23,6304.0,1.0,0.0,,,,,,,
25671,143.60220137527963,4,25504,340,49.42,499,1,10.0,143.60220137527963,1683585814,0,6368.0,1.0,36.05,0.0,6336.0,1.0,0.0,35.97,35.38,0.0,1.0,6304.0,36.24,6368.0,1.0,0.0,,,,,,,
